CHRISTINA	2
CHRISTINE	2
CISSY	2
CLAIMAN	2
CLARE	2
CLAUDIA	2
CLEMENTINA	2
CONSITECI	2
CONSTANCE	2
COTIDA	2
COTILDA	2
COTRIDA	2
CYNTHIA	2
DALIA	2
DALNSI	2
DAMALI	2
DANSILLA	2
DAPHINE	2
DASIRA	2
DEBORAH	2
DELIMA	2
DEMETRIA	2
DESIRANTA	2
DEZI	2
DIANA	2
DIMITIRIA	2
DINAH	2
DOLIKA	2
DOMINICA	2
DOREEN	2
DOROKA	2
DOROSI	2
DOROTHY	2
DOTILA	2
DROGA	2
DROLENCE	2
DRUCELLA	2
DRUCILLA	2
EDISA	2
EDISE	2
EDITA	2
EDITH	2
EDNA	2
EDRIDAH	2
EFALANASI	2
EFLANCE	2
EFRANCE	2
EFULANSI	2
EFURAZIA	2
EGRANCE	2
EGULANSI	2
EKOKU	2
ELISA	2
ELIVANIA	2
ELIVANSON	2
ELIZA	2
ELIZABETH	2
ELUANIA	2
ELUIDAH	2
ELUNAYIDA	2
EMELDA	2
EMILINA	2
ENID	2
ENO	2
EPHARANCE	2
EPHRANCE	2
ERESI	2
ERIMA	2
ERINA	2
ERINAH	2
ERINOLA	2
ERIVANIA	2
ERIVANSONI	2
ERONI	2
ERONINA	2
ERUSA	2
ESERI	2
ESEZA	2
ESTER	2
ESTHER	2
EUNICE	2
EUSEBIA	2
EVA	2
EVANISI	2
EVELYN	2
EVELYRIN	2
EVERIN	2
EVERLIN	2
EVUNSA	2
EZERESI	2
EZIA	2
EZIRA	2
FAISI	2
FAITH	2
FARIDA	2
FARZIA	2
FATUH	2
FATUMA	2
FAUSITA	2
FAUSTA	2
FEDE	2
FEDERESI	2
FELESTA	2
FELICITA	2
FELISTA	2
FENNIT	2
FERESITA	2
FILDER	2
FILIS	2
FILISTA	2
FIONA	2
FIROMERA	2
FLAVIA	2
FLORA	2
FLORENCE	2
FRANCISCA	2
FRIDA	2
FRISTA	2
FULACIA	2
FURUMERI	2
GENE	2
GENEROSE	2
GEOGREY	2
GEORGINA	2
GERALDINE	2
GETRIDA	2
GETRUDE	2
GHODA	2
GIDDA	2
GIRADESI	2
GIRARIDA	2
GLADYS	2
GLORIA	2
GORETH	2
GORETI	2
GORETTE	2
GORRET	2
GORRETH	2
HADIJA	2
HADIJAH	2
HADJA	2
HAFISA	2
HAFUWA	2
HAJARA	2
HAJATI	2
HAJIRA	2
HAJLA	2
HALIMA	2
HAMIDA	2
HANIFA	2
HANNINGTON	2
HARIET	2
HARIMA	2
HARRIERT	2
HARRIET	2
HARUNAH	2
HASIFA	2
HAWA	2
HELLEN	2
HERON	2
HEZERES	2
HILDA	2
HONAH	2
HOPE	2
HUSSAM	2
IDA	2
IDDA	2
IMELDA	2
IMELIN	2
IMERIDA	2
IMMACULATE	2
IREDA	2
ISSMA	2
JACINTA	2
JACKLINE	2
JALIA	2
JALIMA	2
JAMIDA	2
JANAT	2
JANE	2
JANET	2
JANINTA	2
JAQUELINE	2
JASTINE	2
JEAN	2
JEDPAS	2
JEMIMA	2
JEMINAH	2
JENIFFER	2
JENINAH	2
JENIS	2
JENNIFER	2
JENNIFFER	2
JENORA	2
JESCA	2
JESICA	2
JESSICA	2
JOAN	2
JOANITA	2
JOCYE	2
JOE	2
JOICE	2
JOLLY	2
JOSELINE	2
JOSEPHINE	2
JOVAN	2
JOVIA	2
JOWERIA	2
JOWERINA	2
JOWERIYA	2
JOY	2
JOYCE	2
JOZEPHINE	2
JUDITH	2
JUDTIH	2
JULIAN	2
JULIET	2
JULIFA	2
JURINE	2
JURYANA	2
JUSTIN	2
JUSTINA	2
JUSTINE	2
KADDU	2
KADIJA	2
KALEDONIA	2
KAMIYATI	2
KANIFA	2
KASALINA	2
KASIFA	2
KATE	2
KELLEN	2
KELTSIA	2
KEREMENTINA	2
KEREN	2
KERUDIA	2
KETRA	2
KETTI-CATE-	2
KETTY	2
KEVINA	2
KEZIA	2
KHAMIDA	2
KHAN	2
KIGIVA	2
KISAKYE	2
KOTILDA	2
KOTIRIDA	2
KULUDA	2
LABIATU	2
LAMULA	2
LAURENSA	2
LAZIA	2
LAZIYA	2
LEOCADIA	2
LEOKADIA	2
LEONIA	2
LEONITA	2
LEONORA	2
LEONSIA	2
LETICA	2
LETISIA	2
LEYA	2
LILIAN	2
LILLIAN	2
LOGOSE	2
LONA	2
LORINE	2
LORNA	2
LOVINCER	2
LOVINSA	2
LOVISA	2
LOY	2
LUCIA	2
LUCY	2
LUGEMI	2
LUKIA	2
LUMANSI	2
LUNCY	2
LWANYAGA	2
LYDIA	2
LYNEES	2
MAARIA	2
MABEL	2
MADINA	2
MAGARET	2
MAGDALENA	2
MAGDALENE	2
MAGDLENE	2
MAGRINE	2
MAJJIBU	2
MALISA	2
MALITA	2
MANA	2
MANGALITA	2
MANGARITA	2
MANJERI	2
MARAIM	2
MARGAARET	2
MARIA	2
MARIAM	2
MARIAMO	2
MARIANA	2
MARIAT	2
MARITA	2
MARITINA	2
MARY	2
MARYAM	2
MASITULA	2
MASTERINA	2
MASTULA	2
MASTULA-	2
MATHA	2
MATIDA	2
MATILDA	2
MATLDA	2
MATRIDA	2
MAUDA	2
MAULISIA	2
MAURINE	2
MAUTA	2
MAWULISA	2
MAYIMUNA	2
MEBO	2
MEDINA	2
MENISIFA	2
MERABU	2
MERCY	2
MILLY	2
MIRIA	2
MIRIAM	2
MIRICEANT	2
MIRIERI	2
MIRIKA	2
MISI	2
MISSA	2
MOLLY	2
MONIC	2
MONICA	2
MOREEN	2
MORINE	2
MOURIN	2
MOURINE	2
MUKIIBI	2
MWAJUMA	2
MWAMINI	2
MYARU	2
NABBOSA	2
NAIRA	2
NAJJUMA	2
NAKATE	2
NAKAZI	2
NALONGO	2
NAMITALA	2
NAMUSOKE	2
NANCY	2
NAOMI	2
NASATI	2
NASTANZIA	2
NATALIA	2
NAUME	2
NAWUME	2
NEBELE	2
NEEMA	2
NELLY	2
NIGHT	2
NIMALA	2
NOEL	2
NOELINA	2
NOELLINE	2
NOMIA	2
NORAH	2
NTALUMBWA	2
NTWANTWA	2
NULUYATI	2
NURU	2
NUSULA	2
NVURU	2
NYAMBIRO	2
NYOMBI	2
NZERA	2
OCHEN	2
OLIVA	2
OLIVE	2
OLIVER	2
OLIVIA	2
OLWA	2
OPIO	2
ORANIA	2
ORUMINA	2
OSULANTA	2
PARASCA	2
PASCAL	2
PASCO	2
PATIENCY	2
PATRICIA	2
PAULINA	2
PAULINE	2
PEACE	2
PENINA	2
PENINAH	2
PENNY	2
PERAGIA	2
PEREPETRA	2
PEREPETUA	2
PEREPETWA	2
PERESI	2
PERPETUA	2
PERUSI	2
PERUTH	2
PETERANIA	2
PETROCIA	2
PETUA	2
PETULALINA	2
PETUMA	2
PETURA	2
PETWA	2
PHAIBE	2
PHILISTA	2
PHILO	2
PHILOMENA	2
PHIONA	2
PHOEBE	2
POLLY	2
PRIMA	2
PRISCA	2
PRISCILLA	2
PROSCOVIA	2
PROSSY	2
RACHAEL	2
RACHEAL	2
RAFA	2
RASHIDA	2
REBECA	2
REBECCA	2
REBEKA	2
REGINA	2
REHEMA	2
REMA	2
RESTE	2
RESTY	2
RHODA	2
RIKIATA	2
RITA	2
ROBINA	2
ROBINAH	2
RODA	2
RONA	2
ROSEMARY	2
ROSET	2
ROSETTE	2
ROSLINE	2
ROVINSA	2
ROY	2
ROY-LOY-	2
RUDIA	2
RURH	2
RUSARIA	2
RUTH	2
SADIA	2
SAFINA	2
SAIDA	2
SAIDATI	2
SAINAH	2
SAIRETH	2
SAJJABBI	2
SAKINA	2
SALENA	2
SALLY	2
SALVIA	2
SAMALAI	2
SAMALI	2
SANIA	2
SANTA	2
SANYU	2
SARA	2
SARAH	2
SARAINA	2
SARFARZ	2
SASTULA	2
SAUDA	2
SAUYA	2
SAVERINA	2
SAVIRINA	2
SAWIA	2
SAWUYA	2
SCHOLASTICA	2
SCOLA	2
SCOLASTIA	2
SCOLASTICA	2
SCORA	2
SCOVIA	2
SELINA	2
SENGAWAWO	2
SENYA	2
SEPERANZA	2
SEPIRANZA	2
SEPIRAZA	2
SERINA	2
SERINO	2
SERUGO	2
SESICA	2
SHAMIRA	2
SHARON	2
SHERIN	2
SHIRA	2
SHIRITA	2
SIANA	2
SIKOLASITIKA	2
SILIVIA	2
SILIVIYA	2
SILVIA	2
SIPESIOZA	2
SIZA	2
SLIVIA	2
SLYLVIA	2
SMANTHA	2
SOFIA	2
SOLOME	2
SOMAYA	2
SOPHIA	2
SOPHIE	2
SPECIOZA	2
SPESIOZA	2
STELLA	2
STEPHANIYA	2
SUCTHEN	2
SUFUULA	2
SULAYINA	2
SUMANYA	2
SUMINI	2
SUNNY	2
SUSAN	2
SUZAN	2
SWAIBA	2
SYLIVIA	2
SYLVESTO	2
SYLVIA	2
TATU	2
TEAPISTA	2
TEDDY	2
TEO	2
TEOPISTA	2
TEREZA	2
TERIZA	2
TEZITA	2
THEREZA	2
TINA	2
TISIA	2
TOMITOWN	2
TOPI	2
TOPISTA	2
ULARIA	2
UNICE	2
URITA	2
VALERIA	2
VALIA	2
VELONICA	2
VENERANDA	2
VENETIA	2
VENTORINE	2
VERERANDA	2
VERO	2
VERONICA	2
VICTO	2
VICTORIA	2
VIOLA	2
VIOLET	2
VIRISTA	2
WINNIE	2
YAOLET	2
YAYERI	2
YEDIDA	2
YOFUSA	2
YOSEFINA	2
YOWANIA	2
YOWANINA	2
YOWERINA	2
YUDAYA	2
YULIANA	2
YULITA	2
YUNIA	2
YUNISI	2
YUNUS	2
YUSTA	2
YUSTER	2
ZABET	2
ZABETI	2
ZAIN	2
ZAINA	2
ZAINABU	2
ZAITUNI	2
ZALICA	2
ZALIYA	2
ZAVE	2
ZAYADAA	2
ZELUPA	2
ZERIDAH	2
ZIKULA	2
ZIYADA	2
ZOMUN	2
ZULA	2
ZULAIKA	2
ZULIAN	2
ZULIANA	2
ZULYA	2
ABDALLAH	3
ALI	3
ALLAN	3
ALLI	3
ANNET	3
ANTONIO	3
APOLO	3
AUGUSTINE	3
CAROLINE	3
COSTA	3
DAVID	3
DENIS	3
DEZIRANTA	3
ELIAB	3
FALAZIA	3
FRANCIS	3
FRANK	3
GRACE	3
IRENE	3
JACKSON	3
JOEL	3
KEVIN	3
LEO	3
MARGARET	3
MARTHA	3
MARTIN	3
MAYI	3
MOHAMED	3
MWEBE	3
NULU	3
PETRO	3
RICHARD	3
ROSE	3
SAIDI	3
SALIM	3
SAM	3
SANDE	3
SUNDAY	3
TITUS	3
VICENT	3
VICTOR	3
WILLIAM	3
WINFRED	3
YONA	3
ZAM	3
MORTEN  1

